,min,max,mean,med,std,label
0,-376.9227892376581,-311.2124602490694,-354.0483593053234,-368.19496201297324,26.72045089244081,
1,-412.7285287988801,-76.48520473995414,-193.61827851837546,-121.37859112892508,136.6433365637483,
2,-225.57191221046182,-209.74939436997866,-215.26715869886843,-212.32929120585953,6.387805255882543,
3,-318.56894648769656,-11.298879728541161,-118.33730989988332,-51.48034076483688,124.96367728120113,
4,-248.26361193052722,-93.14347609718627,-147.2127983694577,-113.92429728104386,63.03097102355531,
5,-322.1612524234167,-4.782773328794622,-115.4016339399525,-45.73621862638946,129.13038154486273,
6,-261.8238162870179,-103.93142081426649,-158.96231430494467,-124.99284013734265,64.16474701751258,
7,-476.4263138991135,83.96597369870527,-111.32721190365568,10.729764856949195,227.90275154379705,
8,-322.76776223325555,-177.33579153039926,-228.0588371153022,-197.45671154375765,59.024914850650795,
9,-250.85182668229936,-203.29624479805221,-219.90273433935755,-209.52687003677596,19.360656630313972,
10,-257.09442312687986,-110.1274019475931,-161.36648328558013,-129.50404463996782,59.74747582741475,
11,-452.98721921098786,-30.591793205027773,-177.84950114187137,-88.39770665130735,171.49086802148136,
12,-311.7046988315915,-232.2842416046612,-284.0593803478814,-300.61967533397245,32.234622074298805,
13,-472.8243482906655,28.897194003501745,-145.84606050923304,-37.91912177784205,203.906903183227,
14,-219.93052236835757,-216.496580021517,-217.70100209685,-217.66587333410862,1.3876970029672209,
15,-542.9910335296529,63.74824528190576,-147.71943962660615,-18.92464137746405,246.37562906900956,
16,-358.7134139547986,-265.91775406762133,-326.4286329839203,-345.73661802791844,37.66415637318345,
17,-195.06490302347163,-192.1497114301894,-193.18343001790376,-192.62352127259226,1.1748889049793283,
18,-180.40419957982564,-90.27542314132317,-121.70413434412046,-102.41516312966058,36.61480848301535,
19,-693.5405544757806,203.9392882065855,-108.83847954583392,81.95941202951167,364.4680891218039,
20,-410.39890054646884,-359.36665682002655,-377.2528584056672,-367.19334637601395,21.045098770359573,
21,-310.6526393444547,-266.91752801626444,-282.23769092452244,-274.1614011443666,17.633971705445827,
22,-243.14178602407247,-97.38164962757267,-148.19143523503226,-116.68928081056077,59.24807092674604,
23,-539.0034654731288,159.87658688189973,-83.6615791035227,68.4527008599764,284.2157741330148,
24,-270.9723752629437,-213.8294448487161,-233.77646153124255,-221.86052317413777,23.185524974607404,
25,-537.9511020323378,61.297539093068984,-147.49497794302565,-19.00139091732459,243.48905034883995,
26,-304.9706291903011,-263.99423791411436,-290.6848179902762,-299.5478565614229,16.728902372379057,
27,-493.1326290623854,3.806729116820339,-169.31979419725445,-63.09241497074573,201.88171419586266,
28,-271.0635145028257,-247.7139625758007,-262.91530710280614,-267.88350813313804,9.5507966649438,
29,-236.43398784999115,-123.98418404749576,-163.17829888326588,-138.95707370961136,45.699194592758765,
30,-669.5776230273405,207.48228369047916,-98.1072247429522,90.24766739444428,356.4042436419386,
31,-374.3581587698976,-287.40088572698187,-344.07391196403734,-362.8042051615463,35.351286183293546,
32,-224.36777276682605,-190.06110640288773,-202.05116411441273,-194.5619224669623,13.946279420970813,
33,-305.7474932222535,-92.05519864729952,-166.58713793002678,-120.88993755847777,86.79894196372913,
34,-362.8428432447525,-80.28413539037868,-178.7900519735537,-116.57908867271397,114.97572571618645,
35,-336.5971716790499,-129.6232362266137,-201.8037729687152,-157.27450947976178,84.10424118173117,
36,-336.14355674237873,-134.07609898456948,-204.52240840084772,-159.93125522489268,82.23344315312877,
37,-289.09010454627884,-148.2878395550205,-197.35622219108186,-166.95690065493181,57.22967514108559,
38,-570.3267109612939,108.06023707275719,-128.3220446578438,17.92641675209775,275.7314747522386,
39,-292.381595258464,-262.65863685718193,-282.04394573971274,-288.5744245858541,12.109975551364144,
40,-396.4531586467381,-19.683352188914906,-150.95998838501797,-69.2746673103715,153.19195797926108,
41,-228.13903496306548,-170.80946120053227,-190.79933212146733,-178.74907746440215,23.271052940134435,
42,-359.468046446594,-41.74376563806377,-152.55417318970103,-85.31837853528772,128.9831883056076,
43,-302.69054242257215,-170.73271645543667,-216.76644991589026,-188.07700099485533,53.78782977391899,
44,-444.674260712984,29.72504170281249,-135.72371836838784,-35.52385752589861,192.56736240077348,
45,-406.69894281543236,-213.87640235639213,-281.16134443274547,-239.36337665513008,78.61562272426313,
46,-239.90467075618483,-231.83461324295837,-237.10559362143334,-238.83981356702208,3.2781205337981945,
47,-556.4061529705014,169.62397535741889,-83.35201644114503,74.19476179693058,295.2150683992169,
48,-267.4605640682696,-209.46864377205924,-247.25015704317093,-259.8859449383668,23.631584507976527,
49,-481.7834488172077,125.11395504680048,-86.30962217517141,45.204346856065975,246.7607993569908,
50,-211.25514349984098,-191.67511032007718,-198.48845403126143,-194.77628177882264,7.917489696220504,
51,-147.6672027450473,-128.97243798366128,-135.4942495322425,-131.58656652053318,7.5865696868455705,
52,-764.1782952692706,391.97772436869155,-10.871228052564437,238.90964085163364,469.9837794543215,
53,-407.766036532601,-247.38403314315934,-351.90214171363476,-387.1007951531737,65.25697911035962,
54,-320.80551859543317,-44.53185937337254,-140.7988369783077,-79.92882409175246,112.44336889749465,
55,-245.9207993283321,-207.04945533383324,-232.37893914382175,-240.67899618446813,15.78887718061712,
56,-267.76691913130173,-84.73258335922807,-148.63878002659698,-110.4330193893145,74.23916009583911,
57,-515.6734842201531,22.30653765423436,-165.18033835887434,-46.6111999373071,219.00003087072673,
58,-273.1682529599622,-218.9167213087065,-254.2646174811145,-266.1908894986751,22.081282806105403,
59,-370.2992007493693,37.30775622086357,-104.74022884060065,-14.838215216724898,165.93275987250192,
60,-188.68000979002483,-149.6542584124988,-163.26668301450633,-155.09464737478436,15.841416350439461,
61,-208.00559463356413,-77.56078477615051,-123.09241750170388,-95.47589713454487,52.950311608036124,
62,-580.5532385571053,135.8253123769382,-113.79848010427737,44.033924293453964,291.5330428004791,
63,-279.37593283207855,-261.3095957727136,-267.70756641311965,-264.7085412378707,7.252158240486714,
64,-271.2912812548375,-171.03140107465643,-236.41942456383117,-257.03576069024325,40.6705865498818,
65,-185.24962453740721,-98.91304380045916,-129.00377931004226,-110.37199286705005,35.09271135229442,
66,-236.07074256305364,-212.2713983236593,-227.7995096346981,-232.93789667230268,9.732540655042285,
67,-219.84683246023422,-111.45814495191915,-149.27031919383265,-126.01375833395177,44.03364388171707,
68,-538.3578493463867,132.4725607838139,-101.32509930894113,45.079882014502374,272.83929544154455,
69,-298.87855565292966,-228.72223232349984,-253.19356831367224,-238.64988559633468,28.45394901663687,
70,-232.36142227714967,-160.0788305608002,-185.29486030328152,-169.88088385959554,29.35713751952017,
71,-574.2071682430725,121.49911749129829,-120.8953902120021,28.269627777863505,282.6816860692347,
72,-322.8739679086151,-277.94474500066787,-307.25445147903974,-316.7716766157835,18.25725056784691,
73,-321.60893129631546,-143.56453771779374,-205.69108382153604,-168.0232911340019,72.2716079063772,
74,-242.5604008010592,-209.6717663561897,-221.16246613112438,-214.36062046382358,13.478352444319844,
75,-233.6612592070975,-114.23747222441148,-155.85400872488498,-130.0926008055794,48.53959203940848,
76,-543.3116265344418,160.59321249572943,-84.70273469591548,67.67973905326727,286.16959980016856,
77,-225.72045894678138,-109.46880455160118,-149.97439836499308,-124.87912661947851,47.25193811346234,
78,-724.1236726274915,283.7350403027374,-67.46970121017117,151.02000316153806,409.77132007461216,
79,-351.8798613972697,-295.73212669895156,-332.33748721423405,-344.67536850872716,22.866799822266124,
80,-367.50786718922717,-126.25555535590945,-210.36247337251564,-159.4183459718859,97.92986704260085,
81,-253.28955683118662,-214.45780664990306,-239.75942981565709,-248.34804032197553,15.81593103932092,
82,-368.09768710782504,-45.17539255573959,-157.77120811949678,-89.35220233735609,131.1036759396867,
83,-243.00131017167618,-242.13078920164028,-242.6666863624513,-242.814009688922,0.3682916141241418,
84,-303.0856282896299,-99.32208463454464,-170.41613032308237,-127.20872257084866,82.72521986233771,
85,-269.5684574456924,-182.45084833428416,-212.88923154173835,-194.06303247336456,35.51215704392609,
86,-293.7541256654509,-113.96264360613063,-176.68435513250927,-138.3239002883546,73.01862702446537,
87,-437.9866280403612,-38.44568694221742,-177.71004591035435,-89.58020296378255,162.61957596144387,
