,min,max,mean,med,std,label
60,-157.23825657965438,-70.83417610488374,-100.95333697994953,-82.46101083616358,35.10131054379384,
61,-170.59935152007301,-50.946469771444086,-92.66220857269938,-66.98807775951346,48.61482208074436,
62,-804.6385557020774,337.37450153511867,-60.61789318724113,187.10001375300268,464.31346003499755,
63,-453.2827386303415,-300.71935776517284,-400.1589643996738,-432.65297707148454,61.97760743969579,
64,-231.87402076381824,-170.13429758800885,-210.38259318513073,-223.65812619741774,25.08911533877117,
65,-463.98123650310816,58.74173678679527,-123.4514646912047,-12.749335081902366,212.23050429649442,
66,-653.2425987439369,242.75561481798732,-69.5113812140144,124.00665853647469,364.2040820911346,
67,-365.96117698002155,-257.8808716634599,-328.33034623288324,-351.35442019064027,43.90694679386652,
68,-187.92308957902688,-175.9513760165829,-183.76592692901417,-186.3602596700551,4.868882676822194,
69,-467.82645206975434,76.36864034218752,-113.28662725756443,2.328548242160595,220.9929911517008,
70,-477.7241302536463,-99.50275163719022,-231.3263279645748,-147.82986188223353,153.93339014361868,
71,-306.9238500750628,-162.01605763042187,-256.44382106534334,-287.8890353604681,58.91665454711272,
72,-190.87534928271128,-98.80647219256225,-130.97665768488142,-112.06622182080982,37.308063952585044,
73,-569.9357131404705,134.60206110774516,-110.9330827308984,42.570522834428665,286.518358547605,
74,-337.8177736941487,-191.9872833112866,-286.9901046099695,-318.7154014651751,59.29929256039099,
75,-407.72864558270646,-5.393123693944119,-145.61996629492916,-60.516914436845056,163.34377898150453,
76,-250.38371369850253,-216.23020827334372,-238.52752016620332,-244.8241520090382,13.794829945610742,
