,min,max,mean,med,std,label
0,-702.7249837183202,195.86241133845496,-117.33536398617257,77.91612496375346,365.3742231308678,
1,-376.5853491668307,-330.675307843388,-360.60471764798297,-370.5877156628886,18.675162845055837,
2,-239.8684711492344,-207.79983074135876,-218.99208883865325,-212.22743464678047,13.017577525734096,
3,-273.7241620668188,-92.37134769151513,-155.63563752902814,-116.99137383981939,73.64880857858566,
4,-667.2718507556397,123.62528453517797,-152.0053961958005,20.10801411059121,321.61544776937836,
5,-397.35809104531756,-257.8546294404913,-348.7775178352475,-379.0679904049883,56.73001972510823,
6,-319.1215141530889,-79.10120062429186,-162.71424015448906,-110.52098801117589,97.61196624955149,
7,-214.08009629458792,-127.49193296033462,-157.68178132491698,-139.45856238336458,35.14751919322863,
8,-193.6790534129322,-93.06380061120215,-128.132809413278,-106.47948034872849,40.88752523853839,
9,-660.5008481690238,257.9775107420082,-62.092602408935804,135.84924992103424,373.3033142798816,
10,-333.41719112582484,-326.7381557435809,-331.1332265848718,-332.24245654166765,2.701696649028499,
11,-483.2239882524951,75.68037491028451,-119.10939723487066,0.003587888084469526,227.00127034090022,
12,-449.8658709012318,-135.64623868681247,-245.1552169205455,-176.12253729737418,127.84942775475893,
13,-267.81721498698107,-230.8680832966186,-243.76139519396799,-236.04450598118308,14.991084615767068,
14,-216.4415279070285,-147.2993465686576,-171.40395722854956,-156.4987312812024,28.098623520545136,
15,-545.1695806987975,159.20268057049032,-86.25716450420035,66.29314792156885,286.36493092344307,
16,-287.09866341599394,-252.73428817001445,-275.15043414745844,-282.7321038961031,13.993735200561405,
17,-404.9971757916163,-20.781559497977295,-154.63228476913588,-72.05145683729916,156.13873443022553,
18,-229.98554300143317,-190.71438394960612,-204.40729579785523,-196.4073268143006,15.914278705173071,
19,-215.24542183149237,-110.90210474568924,-147.28514536476925,-124.7723827643394,42.40667137700614,
20,-540.6680880071663,108.80511876376586,-117.50848243578136,21.345959888029103,263.84406643848916,
21,-386.7609201609756,-206.3602449456319,-269.24263927548384,-229.59530075077177,73.45540937259892,
22,-246.15423006294685,-85.69131266809202,-141.62304658266447,-107.06482485244244,65.21135000413682,
23,-393.44496025560284,-16.359858350134346,-147.86907893671608,-67.62291280998532,153.1290779346877,
24,-621.1546519479501,-7.959995147570098,-221.65025085153542,-88.08174831113779,249.36661257491517,
25,-344.94619130576626,-292.32624422934913,-326.62560512562476,-338.1036197885348,21.4485896150767,
26,-217.33137558986306,-188.43952764049652,-198.53153482763207,-192.40315569723552,11.729026419010081,
27,-505.8149827027714,72.30526978740411,-129.15417214325683,-5.675085036511705,234.84365294979125,
28,-318.13912887783727,-237.71271990268627,-265.77247783322764,-248.3536256277863,32.7996185427145,
29,-215.98328661408078,-183.7119728285952,-194.97393707001098,-187.90972335779634,13.125630672001742,
30,-442.70723047005384,25.842558851420627,-137.46736136242353,-37.782665906774035,190.28620321821933,
31,-290.7058499682657,-214.34596446601657,-240.99657476603312,-224.51912877373718,31.151254173232193,
32,-241.49898606934738,-149.7181279717628,-181.71653834331227,-161.83833498726125,37.31088358748748,
33,-256.9900406460619,-193.9852301309267,-235.0840099284929,-248.69398101216564,25.625455004054974,
34,-202.50838984578314,-100.7683475882148,-136.2349921687084,-114.23932924731375,41.3548464278041,
35,-237.85974967241265,-60.432286573138214,-122.32165754130415,-84.46295790261613,72.06044578686029,
36,-544.555014304252,95.38895629932561,-127.65004532070778,12.455378743108852,260.3203020141121,
37,-279.1934122462769,-255.87522749341653,-271.0563052097417,-275.9573839740027,9.543581281586567,
38,-197.98112208141112,-149.8726007425136,-166.64554657288767,-156.4012054215957,19.53723138172644,
39,-209.92050466878555,-75.26308122327377,-122.19880792367327,-93.11047153631893,54.73363988753627,
40,-357.44259737025277,-6.688219866079518,-129.01791864848286,-54.535075264637435,142.41880555595534,
41,-503.2366380317532,-40.63967247904775,-201.85480931141464,-100.4133443159457,188.19617113996478,
42,-267.86209600741046,-251.11549892616264,-256.94688194451567,-253.4861995722971,6.794952131247786,
43,-230.32564566927084,-137.03370478222465,-169.55262689160864,-149.5578066779321,37.90359076582774,
44,-536.7125828702217,181.4676075346664,-68.79388340812743,86.67651750588942,291.97381368801547,
45,-300.59027011709327,-243.58407407236027,-263.48782916945544,-251.22304153688964,23.157481292521847,
46,-262.4883142076668,-148.01877817798345,-187.92042794385583,-163.3156477194279,46.51629935306258,
47,-276.98004542559323,-90.04400159689142,-155.24337752860868,-115.26248547273899,75.93364114322421,
48,-518.5787306636535,34.73456299478613,-158.1034073395132,-37.901402513768666,224.9786965783302,
49,-312.88669300248176,-239.25905477135802,-264.9215689678569,-249.27279966810798,29.902580823952132,
50,-234.063453961755,-175.93149758354596,-196.21057007125395,-183.7592155266464,23.615073472954005,
51,-224.23710987485723,-102.33123417091039,-144.83512065454525,-118.4095496790517,49.5592879659907,
52,-526.6263469596637,103.63232433190142,-115.97454769660457,18.961305563428226,256.06279889369097,
53,-356.5213426916484,-210.91250093382334,-261.68621263269023,-229.5812608130983,59.265712057766855,
54,-262.1751917934129,-179.8206054919391,-208.5575004953317,-190.73148887897622,33.4751184696431,
55,-274.5816538337917,-97.92413836256563,-159.50463753427653,-121.42014019096447,71.79715931514399,
56,-505.8017139140538,71.40626715995128,-129.7541099297939,-4.902403749403671,234.64403663445927,
57,-299.7758956681633,-242.7916677407415,-262.67187653022046,-250.36489031026161,23.158242495551857,
58,-269.35188050087226,-144.01302017470883,-187.71539368417004,-160.68814687097662,50.938007109979345,
59,-247.60783142281417,-102.53680470939925,-153.10840298126718,-121.74821264009623,58.96903187003374,
60,-542.3406366089836,116.16389712252241,-113.29969553649339,28.39283414174775,267.6146229465822,
61,-363.1343432245777,-208.14064759348332,-262.1931115798245,-228.00040709906318,63.080583462834575,
62,-267.6536703978204,-182.0825903946265,-211.93203714511728,-193.3910601122681,34.786728354012126,
63,-235.58261267413178,-124.88549485159055,-163.48134143304654,-139.72688741360474,44.975517819469665,
64,-430.7571752541038,28.553452837829504,-131.49852673219212,-33.145640216992845,186.60878317435206,
65,-313.8371562967933,-190.20668267999804,-233.3397152759449,-206.24430948107917,50.28509809299336,
66,-267.5803270875299,-157.84684414085157,-196.11375519531316,-172.40738931965456,44.59985688718958,
67,-249.356729865476,-108.29443733182792,-157.46965608960141,-127.05031004020672,57.331465880563044,
