,min,max,mean,med,std,label
0,-0.8541407644699901,-0.20503130211559373,-0.4312570243488448,-0.2910981303220743,0.2638372669335499,N
1,-0.9358406684571184,-0.20125090467747841,-0.4573311191269501,-0.29917250681052543,0.2985292317182626,N
2,-0.9852269490235781,-0.24720271408052463,-0.5044221484853955,-0.34506433168133427,0.2999771400576787,N
3,-1.0769647746240552,-0.27673325216868144,-0.5556768720842804,-0.38297579335430604,0.32525330492838656,N
4,-1.1788577157687066,-0.26691895295573304,-0.5847534968032545,-0.38774039061908516,0.3706753871470255,N
5,-1.2049884955330081,-0.34458256715020086,-0.6445061607055159,-0.458868037822555,0.34970206936256065,N
6,-1.2340189868874907,-0.35904230803512316,-0.6640644033916592,-0.4748462788031083,0.355662445349873,N
7,-1.2453145738227596,-0.3850395028868574,-0.6848971050826975,-0.4988737208573284,0.3496985259929478,N
8,-1.263801613738995,-0.38587400581980913,-0.6919135087545776,-0.5021894685300976,0.35685112376474226,N
9,-1.2423395217919608,-0.39966997248582115,-0.6934058355668543,-0.5114524083366214,0.34250743808962564,N
10,-1.270188043522055,-0.38237814827401934,-0.6918236219004505,-0.500188932248945,0.36085128454195226,N
11,-1.2326102776321806,-0.4415253846876387,-0.7172980292088222,-0.5467740941418697,0.32149996651083723,N
12,-1.2423395217919608,-0.39966997248582115,-0.6934058355668543,-0.5114524083366214,0.34250743808962564,N
13,-1.1838592990977177,-0.42652567162859273,-0.6905126328035166,-0.5268850803208064,0.30783076996827136,N
14,-1.1274761280182746,-0.4269193433556439,-0.6711184820364171,-0.5200738675147131,0.2847251256557436,N
15,-0.7741641831515649,-0.5480923780526179,-0.6268527445628557,-0.5769998894388761,0.09200719211468643,N
16,-0.6090441844253898,-0.31054221276679017,-0.5051775481472899,-0.5702765403090424,0.12140118955000022,N
17,-0.6522861287562512,0.6504286746749974,-0.19808849778896317,-0.4765809937074297,0.5292216618500002,N
18,-2.7881725924563985,4.41086491472067,1.4150182788208736,2.6582395720082714,3.311823077482468,PVC
19,-3.7266481716173816,2.6138077778079984,-2.109422951926599,-3.2726296587528028,2.4056478428102457,PVC
20,-1.7045719993404516,5.664848654789737,0.8971594837847078,0.17173523928543583,2.662092828118152,PVC
21,-2.3494136043680083,4.508150972443525,1.5273449426864958,2.676651820134951,3.198741679984849,PVC
22,-2.1666646756443586,0.1343890784923254,-1.3697187252742538,-1.7253589087161911,0.8957729307424618,PVC
23,-4.099489965662779,1.4653118818681057,-2.550504207528627,-3.371656425630042,2.0028687102091647,PVC
24,-3.627362608706277,3.5697434633542278,-1.310790966742193,-3.260243959049547,2.9530261481113063,PVC
25,-2.837763309589892,6.474358643599107,2.00278052820551,2.3745618960108583,2.7485223223833177,PVC
26,-2.0462458406820354,1.7636019704295327,0.2447531984054303,0.627499617596043,1.3349773878551896,PVC
