min,max,mean,med,std,label
-0.8218759752959769,-0.21599976243135788,-0.4271990553361304,-0.296509039767287,0.24624902845393198,N
-0.8335580605002897,-0.2462861477279187,-0.4509749832736425,-0.32422301469326953,0.23869666713954546,N
-0.7882005881524672,-0.26997823875534305,-0.4506092867010687,-0.3385109760681293,0.21065807817356733,N
-0.7582406187426309,-0.2757330359092175,-0.4439885328005866,-0.3395142296770808,0.19613806328746,N
-0.7895005182249849,-0.26957582375059164,-0.4508251627642134,-0.3388289047875465,0.21129096643559406,N
-0.7710134783087498,-0.2687413208176403,-0.4438087590923335,-0.3355131571147777,0.2041383172182234,N
-0.8360596356143926,-0.2232974491037495,-0.4368954163915131,-0.3046850224423337,0.24905184045648515,N
-0.8645942849637421,-0.2401956015885011,-0.4578717808250173,-0.32275971133610426,0.253813730452892,N
-0.9529663392858934,-0.2737600851762741,-0.5105357536872143,-0.3642804331821871,0.2760192958027904,N
-1.0179984951619756,-0.2577455670717573,-0.5227134295195333,-0.3585558820211493,0.3090121083547661,N
-1.0321098382621332,-0.3156293228485825,-0.5653882325587593,-0.4108833200797746,0.2911934040182739,N
-1.2540899833054522,-0.4567764256051234,-0.7347112269184797,-0.5626635220126789,0.3240533793725313,N
-1.2661733735289769,-0.4073375019339903,-0.7067085854098635,-0.5212644449473959,0.3490783241920645,N
-1.2231683823530095,-0.4099106511844313,-0.6933844713359862,-0.5175806442147639,0.3305767377310723,N
-1.2813953984218032,-0.3609080050009335,-0.6817533741585585,-0.4829162235460734,0.37414545736006427,N
-1.2487896472950193,-0.3835595324680505,-0.6851418270657137,-0.4980037775204592,0.3517184078332507,N
-1.2982063822607208,-0.3672412950113578,-0.691745417683169,-0.4906086737176789,0.3784069301950619,N
-1.2883237444350557,-0.39805526441640204,-0.7083927933711083,-0.5163627136456007,0.361830425020814,N
-1.2375475631131656,-0.4429794101298132,-0.7199190225520555,-0.5486931753196148,0.3229286101507464,N
-1.2453187532590884,-0.4006284136668423,-0.6950686792972307,-0.5126789129129685,0.3433287988524307,N
-1.2238566613120545,-0.4144243803328561,-0.6965610061095086,-0.5219418527194938,0.3289851435117206,N
-1.1658504874603772,-0.3942057495123157,-0.6631725828623418,-0.4963205170574876,0.3136669060376276,N
-0.98099280373135,-0.4344149532847097,-0.6249140631340389,-0.5062801516062624,0.22222644777849296,N
-0.7913419170355961,-0.4619871364534199,-0.5768981613419244,-0.5058564119968914,0.13385250407138732,N
-0.4500153862900199,-0.4455723343879322,-0.4472007964185024,-0.4466546512724289,0.0018538471836449333,N
-0.369183960540682,-0.2025915273406098,-0.3111559813508665,-0.3478730880060408,0.06778952630480327,N
-0.17466356775748626,-0.08474833300391241,-0.14332312697252567,-0.1626162103239368,0.03654440319182568,PVC
-0.14237636012682467,-0.02392779373101122,-0.06519523782637593,-0.039673952980808766,0.04814098833342036,PVC
-0.34139823747829123,0.04180816166181223,-0.09181431311981793,-0.010086849042929882,0.15564291120466514,PVC
-0.5403842365899411,0.05081121451143696,-0.1551723180770585,-0.027312989666614697,0.24032073385228744,PVC
-0.8650340297353422,0.027996686620631008,-0.28331302452651835,-0.09117627607448492,0.3629175371071941,N
-1.0236561723795536,-0.10928635379752293,-0.4279535955705193,-0.23012685375511865,0.37169045403892653,N
-1.1839291301836066,-0.21173871602465366,-0.5506294961350875,-0.3410210635807074,0.3951277320373632,N
-0.7810503069560799,-0.2330842670477288,-0.4240753613966578,-0.3054425590340088,0.22276479505075966,N
-0.8100693549385908,-0.2299793533327523,-0.43215629768403707,-0.3069769723242292,0.2357763172925929,N
-0.8457098270329927,-0.22366729187952694,-0.4405018051791394,-0.3063210763780613,0.2528199142206745,N
-0.8771089946896292,-0.2407715973538961,-0.4626115908807665,-0.3248954017640576,0.2586684361299016,N
-0.953678836303113,-0.27125460440898885,-0.5091536112837128,-0.3622369733888751,0.2773232987277577,N
-0.9909175742978338,-0.2739345932740093,-0.523888087769304,-0.3687322477878017,0.29144939954870724,N
-1.0512726188284272,-0.2742108225900012,-0.5450664483605602,-0.3771447000903511,0.3158634965027305,N
-1.0796967344542654,-0.3059455976633341,-0.5756849645463443,-0.40829771295564055,0.3145209537416572,N
-1.0933779484356108,-0.35174791343476364,-0.6102636490480471,-0.45012717951928094,0.30143939994938274,N
-1.1148400403826444,-0.33795194676875,-0.608771322235769,-0.44086423971275546,0.3157830875168716,N
-1.1112533372383728,-0.3574985605208904,-0.6202407114303038,-0.4574862069773616,0.30636756452621194,N
