min,max,mean,med,std,label
-452.7775577746392,-135.31404752989707,-325.4487255406572,-349.75937073098055,120.39987726298168,AF
-386.7982092212064,-64.98510978639689,-292.58179987581144,-350.7809675522486,124.69873099147593,AF
-319.83990164536374,-114.71262336320328,-170.35730901857534,-147.05627746524823,74.67006154546249,AF
-466.5200418978582,-100.1640899798164,-308.0422263460107,-371.60149496887817,164.3738522933944,AF
-514.0938938643721,228.2872577452393,-11.58660249876195,92.3452090911365,280.6021571250303,AF
-471.0816058699085,42.45650390362963,-90.39569988414313,-24.590897600759515,191.53105407342116,AF
-143.42867376989045,142.8544266134311,14.8736811769809,41.17003147070113,116.89768548830021,AF
-590.5322193395784,-89.57416498346024,-401.257240061751,-460.2180805900288,196.14659429389118,AF
-357.8079148885713,-68.2765261205547,-200.69226899625968,-203.25624341426567,94.03908576405377,AF
-584.4844332521168,-100.26245729155295,-390.41397518761187,-454.21088926936693,199.2208568244437,AF
-230.19052531887652,-77.3379535187279,-115.86046576229383,-97.46320419329642,58.27160407957109,AF
-162.3022128924844,17.700992602828684,-107.12582067054814,-125.35565579511669,64.16728417465778,N
-596.0856840681015,455.54092725958236,83.44035295136621,211.80778977971173,394.45901727871836,N
-289.46560658153714,-30.007820731312165,-191.72466013500457,-206.73516028577285,93.66213359820793,N
-781.0675083836202,428.15380272811854,36.71227673199672,214.75111866253656,458.5179256608686,N
-896.3392926593872,-68.20906230491839,-520.1706687758747,-629.4911323906604,359.59262691759415,N
-737.6524333662776,178.91320576772068,-81.06044959632109,47.908789327731334,347.7533618832946,N
-1043.1884569222168,-86.99749916529328,-603.7392501515253,-734.002897286235,422.1827336065318,N
-408.427245706704,339.36663662528343,61.034249131134,152.12563626652656,284.4512545746727,N
-323.08979908715037,-223.68524293715114,-288.4741763133015,-310.00371086749533,40.41458298611457,AF
-185.67851257796903,-145.1990676297555,-159.32140053958372,-150.75396969340525,16.43347637598811,AF
-202.33130492135624,-61.333342043250205,-110.4942380412612,-79.9333168027427,57.321822494452455,AF
-501.6312690900247,107.90171538199448,-104.51215776395428,25.804381743413394,247.61604970618512,AF
-474.05420389601693,-127.70994997801523,-248.42449656754712,-172.69054640104497,140.87665703005453,AF
-305.86058712527563,-199.12482367635133,-268.6896985971572,-291.9480683022498,43.41007137591031,AF
-192.0443256869705,-115.10807349023158,-141.93910606651278,-125.45380775524157,31.256159628327943,AF
-209.33249164160858,-65.33008994458439,-115.53451816995633,-84.64013931399563,58.509140004916745,AF
-570.107047593647,172.90381000315628,-86.01605244316515,73.69781097628591,301.94090991339766,N
-409.01417594634387,-196.67537226285972,-270.7004795715049,-223.87020584088287,86.41319644110015,AF
-252.10008695239884,-204.04349327697503,-235.36737994001308,-245.92860808700192,19.555507907688632,AF
-194.39989996367646,-161.06121591590215,-172.69671862751136,-165.77924901449356,13.52165162812894,AF
-200.97011538978958,-75.31142363090899,-119.10844454473852,-92.05792766167968,51.066762167632845,AF
-383.55690517135656,13.236734664257435,-125.12985750840073,-40.72709744145078,161.1287465720543,AF
-615.4468720793776,18.975532643707584,-202.12237227778311,-64.2001062555368,257.96960255096326,N
-382.23567375697615,-228.12473049394055,-328.5478421711104,-362.06432748857833,62.66987262696292,AF
-196.06155709614586,-151.07009300315332,-166.76679734087475,-157.1709449304006,18.27349955329728,AF
-212.5612995914378,-74.68023955888634,-122.74364502481095,-93.04077165092257,56.03511852850308,AF
-452.9940804100434,47.63399976031632,-126.8659855388549,-20.201078123213144,203.32494309869747,AF
-597.3636290453287,-19.92606702895441,-221.16972152109264,-95.3028179082868,234.83770157972148,AF
-363.12550776894113,-215.0751191433193,-311.5446198974893,-343.6595267323551,60.19074285097838,AF
-200.94556370703987,-130.94869138338532,-155.36411492404577,-140.37875443168696,28.435522509947237,AF
-390.5401662035514,22.302495667089573,-121.616369470335,-33.76621777594196,167.65831429433987,AF
-526.112584115234,-40.64861477242473,-209.84514324477695,-104.03328921635708,197.4282671485577,AF
-331.11831058105645,-217.3439973060841,-291.4781071002912,-316.33568641562067,46.280571712254535,AF
-186.26194806363998,-138.6676245647891,-155.25193680317122,-145.1028007996892,19.332365200802872,AF
-209.92070583330545,-63.09795180323229,-114.28525712042587,-82.7178602095312,59.66191323745765,AF
-559.9895490396389,160.57825234166634,-90.51092474821331,63.94236383844799,292.77452202494175,N
-437.1059068168496,-179.34051647748777,-269.1638961818656,-212.42339797491263,104.8911926208848,AF
-265.29414765497364,-218.66741348407828,-249.06122364316244,-259.3122704044064,18.988547817370854,AF
-221.4720104896648,-110.02786153329198,-148.8773238370299,-125.06080255650957,45.27139229621544,AF
-220.10528758667056,-76.75563742125665,-126.71850041199836,-95.74286093987376,58.26820628820772,AF
-614.6387208396267,194.862245027506,-87.25080488071352,87.02632634356091,328.98764996934494,N
-339.3826158941136,-308.0605480141305,-328.4951211295765,-335.01350916802363,12.715720239308634,AF
-227.78226335289384,-194.48170729879246,-206.10043356887525,-199.15154530721827,13.509834161738794,AF
-221.3354717335126,-101.79007083373362,-143.46896037460542,-117.77815066619362,48.57563096818142,AF
-331.2384074294447,-28.17254709372184,-133.8561850656996,-69.39017064631949,123.06956933159395,AF
-581.1561813869821,43.39943247458765,-174.27577534541297,-38.37225647038285,253.9707262796748,AF
-340.36482126228,-240.01405609024243,-305.40723203267135,-327.1159488348907,40.79588662846769,AF
-200.07335999961583,-144.36317165345727,-163.78930931272643,-151.93278906040916,22.624368581046205,AF
-195.38064597201026,-84.95102374385263,-123.44451780326023,-99.73199909115449,44.87049914886354,AF
-460.1484382501943,80.95049258177028,-107.61941329152714,8.112225476478699,219.81963707393598,AF
-506.2427288713391,-80.59604581974719,-228.93735273417744,-135.91327501365106,173.13100340193577,AF
-299.1807188155554,-227.5733476432848,-274.25060470313264,-289.8803337318252,29.126424206656967,AF
-206.86216483256598,-124.09045235437901,-152.9473090459343,-135.28554634436904,33.61975363104212,AF
-217.92829473363796,-66.89033554338258,-119.53621293423464,-86.97257263346017,61.38704318311506,AF
-603.7830959304147,185.53708562089167,-89.55033379877831,80.39828568763268,320.7852838830546,N
-399.0017137958989,-235.4529990770541,-292.46247973928894,-256.6668269844937,66.6305932505942,AF
-251.48363225595082,-196.71025556966984,-232.3998028319794,-244.32147658230275,22.2731879072425,AF
-197.10736322465797,-91.85886674376623,-128.55156278949244,-106.22581435248388,42.73524894496375,AF
-185.73877260397086,-87.24960026011023,-121.61872607930191,-100.30286861016417,40.02900708825041,AF
-622.3897950826661,222.75996787287812,-71.76849459736066,111.213375201355,343.5835363736783,N
-315.0124449744828,-291.41598142610724,-306.81498789096287,-310.67645600123143,9.493578329044864,AF
-303.4642030045099,-113.90911093760865,-179.98036774280484,-139.0161099772282,77.05334127135332,AF
-181.36145905730075,-177.3759294859317,-179.99183938710678,-180.76143237686625,1.6608688444671584,AF
-444.674260712984,29.72504170281249,-135.72371836838786,-35.523857525898606,192.56736240077348,AF
-406.69894281543236,-213.87640235639213,-281.16134443274547,-239.36337665513008,78.61562272426312,AF
-239.90467075618486,-231.83461324295843,-237.1055936214333,-238.8398135670221,3.2781205337981945,AF
-556.4061529705014,169.62397535741889,-83.35201644114503,74.19476179693058,295.2150683992169,N
-267.4605640682696,-209.46864377205924,-247.2501570431709,-259.88594493836683,23.63158450797653,AF
-481.7834488172077,125.11395504680048,-86.30962217517141,45.20434685606598,246.76079935699082,AF
-211.25514349984095,-191.67511032007718,-198.48845403126145,-194.77628177882264,7.917489696220504,AF
-147.66720274504732,-128.97243798366128,-135.49424953224252,-131.58656652053318,7.58656968684557,AF
-764.1782952692706,391.9777243686916,-10.871228052564435,238.9096408516336,469.9837794543215,N
-407.766036532601,-247.3840331431593,-351.9021417136348,-387.1007951531737,65.25697911035962,AF
-320.80551859543317,-44.531859373372534,-140.7988369783077,-79.92882409175245,112.44336889749464,AF
-531.7871165973062,86.67157325604242,-128.873505195166,4.763942491854818,251.39271016007373,AF
-338.20669934745064,-235.6670675598886,-271.417038336986,-248.90976898084412,41.757977483728006,AF
-252.45487434404856,-175.13581064684692,-202.09822518235424,-185.5713568990524,31.409138632339072,AF
-232.7473502281181,-107.1672620565772,-150.9470288563599,-123.77462077716831,51.04883331183613,AF
-252.31689428425574,-78.06210970099191,-138.81695358328355,-101.34117310714123,70.8089489707323,AF
-559.8798779254015,106.19939230811715,-125.93613811340558,18.199117035724868,270.772762582646,AF
-303.10526544848085,-280.0225777368016,-288.10010885711154,-283.12878022544663,9.412033600059203,AF
-225.85232942554768,-180.96564326474075,-196.62322754026727,-187.17156342064786,18.218628368971245,AF
-232.6616413745208,-96.3331080062713,-143.85936855321762,-114.4831520254443,55.40294812800628,AF
-293.998027748207,-54.580035667419004,-138.05363864408577,-86.76605378443467,97.26528380555649,AF
-567.1655623206759,70.89917712841165,-151.4650420106349,-13.047400610899446,259.42233768267346,AF
-311.3806019974049,-291.98880965931124,-298.76630071277043,-295.05823874941444,8.043029050255518,AF
-208.76440832118286,-157.6145740667954,-190.9575069695545,-202.13683595858262,20.80521259620398,AF
-187.67193543508012,-65.68312874678809,-108.21587592806523,-81.91660290645251,49.57695502166894,AF
-222.65989848893884,-39.235240033706866,-103.19033376493047,-63.708281377404276,74.53863166837445,AF
-617.1913205606731,181.7795894693036,-96.68238764020008,76.27875096549988,324.8016297921962,N
-338.26368415791814,-274.83720848778387,-316.2103722360833,-329.5435699582187,25.75234212148447,AF
-208.264243278372,-180.57824263143132,-190.24288194757838,-184.4462221839468,11.231058701374405,AF
-211.77719590376896,-83.0571425005143,-127.92159074793564,-100.18886372256327,52.31283551309903,AF
-242.6662676939696,-62.16034381038002,-125.10298420385143,-86.43084279094423,73.33081445391124,AF
-561.9219749820784,106.3692760842137,-126.54592797857241,18.364972254118896,271.70244425760086,N
-304.21933629288213,-262.069802068243,-289.54479046353475,-298.49552829568785,17.12023738457636,AF
-180.9022753286108,-111.54963710935058,-135.72503623730015,-120.75728057965756,28.18767002229755,AF
-348.1050355657071,-3.4680007862698794,-123.63610836575035,-50.44876020563297,139.93757195790192,AF
-595.0421384638598,32.07981147629979,-186.48102448898132,-50.08331393114578,255.0082795032336,AF
-367.3725545030403,-238.2938725304443,-322.42145848944784,-350.6704754726617,52.514795221710465,AF
-201.79060029117372,-151.04361321851403,-168.7574199239584,-157.97998387587037,20.60544375604841,AF
-213.8034459786837,-73.29169068111455,-122.26858407072832,-92.04107956967786,57.10046887645085,AF
-551.9259156350888,124.3842481480757,-111.29304747453985,33.350551440947946,274.7521599922459,N
-497.45576211566635,-147.2479048040721,-269.3010399989937,-192.2720016963863,142.49913472040075,AF
-314.9261183636001,-210.7021380431964,-278.61227786079417,-301.50505443503886,42.405178343634674,AF
-187.13668247159555,-123.9301350170145,-145.96592713963182,-132.3656954315177,25.68550630960505,AF
-218.22337433462388,-52.025382130749136,-109.96608147679704,-74.1791694528128,67.53954476584353,AF
