Time,II,PLETH
11:20:03.848,-8.8,-116
11:20:03.848,-3.59,-130
11:20:03.848,1.6,-143
11:20:03.882,4.82,-153
11:20:03.917,6.71,-161
11:20:03.917,7.6,-168
11:20:03.951,6.11,-171
11:20:03.951,4.79,-174
11:20:04,3.61,-174
11:20:04,2.82,-172
11:20:04,2.6,-169
11:20:04.05,4.29,-164
11:20:04.05,7.63,-158
11:20:04.101,12.36,-151
11:20:04.101,14.96,-142
11:20:04.151,14.56,-133
11:20:04.151,13.12,-125
11:20:04.151,10.57,-117
11:20:04.196,7.82,-109
11:20:04.196,5.17,-102
11:20:04.231,3.12,-96
11:20:04.231,1.95,-90
11:20:04.266,1.31,-87
11:20:04.266,1.22,-83
11:20:04.3,1.4,-80
11:20:04.335,1.71,-78
11:20:04.335,1.95,-76
11:20:04.384,2.3,-74
11:20:04.384,2.77,-73
11:20:04.384,3.71,-70
11:20:04.434,5.06,-70
11:20:04.434,7.64,-69
11:20:04.485,12.87,-69
11:20:04.485,14.79,-70
11:20:04.485,11.7,-67
11:20:04.534,10.17,-67
11:20:04.534,9.03,-66
11:20:04.584,32.24,-67
11:20:04.584,69.8,-66
11:20:04.584,-19.15,-67
11:20:04.634,-12.67,-67
11:20:04.634,-11.04,-69
11:20:04.684,-10.15,-70
11:20:04.684,-9.41,-70
11:20:04.684,-7.82,-72
11:20:04.734,-6,-74
11:20:04.734,1.28,-82
11:20:04.784,9.36,-95
11:20:04.784,14.28,-111
11:20:04.784,14.65,-126
11:20:04.818,14.78,-139
11:20:04.866,13.22,-150
11:20:04.866,11.67,-159
11:20:04.866,9.9,-165
11:20:04.9,7.3,-169
11:20:04.933,4.23,-172
11:20:04.933,0.91,-174
11:20:04.967,-3.29,-174
11:20:04.967,-4.08,-173
11:20:05.016,-3,-167
11:20:05.016,-1.75,-160
11:20:05.051,0.31,-152
11:20:05.051,2.91,-144
11:20:05.085,4.44,-134
11:20:05.085,3.94,-125
11:20:05.134,2.54,-120
11:20:05.134,0.6,-112
11:20:05.184,-1.25,-105
11:20:05.184,-3.2,-100
11:20:05.184,-4.87,-96
11:20:05.233,-6.28,-91
11:20:05.233,-7.16,-88
11:20:05.285,-7.41,-83
11:20:05.285,-7.31,-82
11:20:05.285,-6.85,-81
11:20:05.334,-6.68,-79
11:20:05.334,-6.56,-77
11:20:05.384,-6.63,-75
11:20:05.384,-6.54,-75
11:20:05.384,-6.08,-75
11:20:05.434,-5.16,-74
11:20:05.434,-2.79,-74
11:20:05.485,-1.94,-75
11:20:05.485,-3.91,-75
11:20:05.485,-5.23,-75
11:20:05.534,-6.72,-74
11:20:05.534,32.33,-74
11:20:05.585,7.81,-75
11:20:05.585,-26.48,-73
11:20:05.585,-26.9,-74
11:20:05.634,-25.57,-75
11:20:05.634,-24.24,-75
11:20:05.684,-23.15,-74
11:20:05.684,-21.88,-75
11:20:05.684,-20.09,-79
11:20:05.733,-17.14,-89
11:20:05.733,-14.4,-103
11:20:05.784,-11.47,-120
11:20:05.784,-7.2,-135
11:20:05.784,-3.47,-147
11:20:05.835,-1.44,-157
11:20:05.835,-0.08,-165
11:20:05.88,0.64,-172
11:20:05.88,1.04,-178
11:20:05.88,1.54,-180
11:20:05.929,1.87,-181
11:20:05.929,3.16,-179
11:20:05.967,5.64,-178
11:20:05.967,9.77,-171
11:20:06.001,15.42,-163
11:20:06.001,21.19,-156
11:20:06.05,23.68,-146
11:20:06.05,23.82,-136
11:20:06.084,22.64,-128
11:20:06.084,20.35,-119
11:20:06.133,17.12,-112
11:20:06.133,13.86,-107
11:20:06.167,11.82,-102
11:20:06.167,11.89,-97
11:20:06.201,11.08,-94
11:20:06.201,9.72,-89
11:20:06.25,8.94,-87
11:20:06.25,8.69,-85
11:20:06.283,7.4,-82
11:20:06.283,5.99,-80
11:20:06.317,5.13,-78
11:20:06.351,4.82,-77
11:20:06.351,4.63,-76
11:20:06.4,4.71,-76
11:20:06.4,5.27,-74
11:20:06.45,6.71,-73
11:20:06.45,5.79,-72
11:20:06.45,3.05,-72
11:20:06.484,0.96,-72
11:20:06.484,2.04,-73
11:20:06.517,47.44,-73
11:20:06.567,-18.44,-72
11:20:06.567,-19.81,-74
11:20:06.567,-18.9,-73
11:20:06.616,-17.82,-73
11:20:06.616,-17.88,-73
11:20:06.65,-16.91,-73
11:20:06.65,-15.65,-72
11:20:06.699,-13.26,-77
11:20:06.699,-9.08,-87
11:20:06.745,-3.44,-104
11:20:06.745,2.26,-118
11:20:06.745,8.33,-131
11:20:06.784,13.97,-143
11:20:06.784,18.17,-154
11:20:06.831,19.06,-161
11:20:06.831,19.04,-170
11:20:06.865,17.68,-175
11:20:06.865,16.34,-179
11:20:06.914,14.46,-180
11:20:06.914,12.67,-178
11:20:06.964,12.45,-173
11:20:06.964,13.12,-166
11:20:06.964,14.33,-159
11:20:06.999,15.05,-149
11:20:07.033,15.3,-139
11:20:07.033,13.92,-131
11:20:07.067,12.11,-123
11:20:07.067,9.31,-115
11:20:07.116,5.86,-106
11:20:07.116,3,-100
11:20:07.15,0.11,-95
11:20:07.15,-1.17,-91
11:20:07.183,-2.87,-88
11:20:07.183,-4.62,-85
11:20:07.217,-6.46,-82
11:20:07.266,-6.64,-81
11:20:07.266,-6.47,-79
11:20:07.266,-6.37,-76
11:20:07.318,-6.49,-73
11:20:07.318,-5.74,-73
11:20:07.366,-4.82,-75
11:20:07.366,-1.74,-73
11:20:07.366,2.67,-71
11:20:07.417,3.7,-71
11:20:07.417,2.4,-70
11:20:07.467,3.57,-70
11:20:07.467,6.46,-70
11:20:07.467,63.43,-70
11:20:07.516,-18.5,-72
11:20:07.516,-22.55,-71
11:20:07.55,-20.54,-73
11:20:07.55,-19,-73
11:20:07.599,-17.52,-74
11:20:07.599,-17,-76
11:20:07.633,-16.44,-79
11:20:07.633,-15.31,-84
11:20:07.683,-13.89,-96
11:20:07.683,-11.6,-109
11:20:07.683,-8.66,-124
11:20:07.717,-4.9,-137
11:20:07.717,-1.48,-148
11:20:07.766,0.48,-157
11:20:07.766,0.68,-165
11:20:07.8,0.19,-173
11:20:07.8,-0.11,-175
11:20:07.834,-0.53,-178
11:20:07.867,-1.25,-180
11:20:07.867,-1.63,-179
11:20:07.914,-0.89,-176
11:20:07.914,0.61,-169
11:20:07.949,3.41,-162
11:20:07.949,7.16,-152
11:20:07.983,10.47,-144
11:20:07.983,11.98,-135
11:20:08.017,11.25,-127
11:20:08.05,9.34,-119
11:20:08.05,7.24,-112
11:20:08.083,4.69,-106
11:20:08.083,2.92,-101
11:20:08.117,1.52,-96
11:20:08.165,0.69,-93
11:20:08.165,-0.4,-89
11:20:08.165,-0.57,-87
11:20:08.2,-0.67,-85
11:20:08.2,-0.73,-83
11:20:08.234,-0.61,-81
11:20:08.267,-0.52,-80
11:20:08.267,-0.45,-79
11:20:08.316,0,-78
11:20:08.316,0.73,-78
11:20:08.365,2.58,-77
11:20:08.365,6.45,-77
11:20:08.365,7.46,-76
11:20:08.399,5.31,-76
11:20:08.399,3.79,-74
11:20:08.434,2.52,-74
11:20:08.483,46.03,-74
11:20:08.483,-4.23,-76
11:20:08.483,-21.11,-76
11:20:08.533,-19.6,-77
11:20:08.533,-19.32,-77
11:20:08.569,-19.21,-77
11:20:08.569,-18.91,-79
11:20:08.618,-18.48,-79
11:20:08.618,-17.55,-85
11:20:08.665,-15.56,-98
11:20:08.665,-12.38,-110
11:20:08.665,-9.94,-123
11:20:08.714,-6.5,-137
11:20:08.714,-3.76,-150
11:20:08.75,-1.81,-159
11:20:08.75,0.01,-167
11:20:08.783,2.15,-175
11:20:08.783,4.28,-181
11:20:08.817,4.55,-185
11:20:08.851,4.96,-187
11:20:08.851,5.7,-186
11:20:08.9,7.94,-182
11:20:08.9,12.09,-175
11:20:08.9,17.55,-165
11:20:08.948,21.71,-154
11:20:08.948,22.8,-144
11:20:09,21.77,-133
11:20:09,18.95,-124
11:20:09,14.46,-119
11:20:09.049,9.73,-113
11:20:09.049,5.06,-108
11:20:09.083,2.11,-101
11:20:09.083,0.31,-97
11:20:09.116,-0.19,-92
11:20:09.166,0.17,-89
11:20:09.166,0.38,-85
11:20:09.166,0.73,-83
11:20:09.217,1.38,-82
11:20:09.217,1.93,-78
11:20:09.217,2.36,-75
11:20:09.25,3.5,-74
11:20:09.299,4.58,-73
11:20:09.299,6.75,-73
11:20:09.299,11.02,-71
11:20:09.336,12.72,-71
11:20:09.336,10.21,-71
11:20:09.383,8.59,-72
11:20:09.383,6.61,-71
11:20:09.417,47.25,-71
11:20:09.417,34.81,-73
11:20:09.467,-9.49,-71
11:20:09.467,-9.92,-72
11:20:09.517,-8.55,-72
11:20:09.517,-6.08,-73
11:20:09.517,-4.13,-71
11:20:09.566,-0.78,-72
11:20:09.566,1.6,-75
11:20:09.6,3.73,-85
11:20:09.6,5.34,-101
11:20:09.634,6.27,-116
11:20:09.682,9.26,-133
11:20:09.682,12.18,-146
11:20:09.682,13.71,-156
11:20:09.717,13.46,-164
11:20:09.717,13.06,-170
11:20:09.75,12.56,-176
11:20:09.8,11.76,-181
11:20:09.8,10.88,-182
11:20:09.8,10.42,-183
11:20:09.85,11.45,-180
11:20:09.85,13.8,-174
11:20:09.884,16.47,-164
11:20:09.884,18.9,-153
11:20:09.932,20.08,-143
11:20:09.932,20.05,-135
11:20:09.965,18.53,-127
11:20:09.965,15.51,-119
11:20:09.998,11.61,-112
11:20:09.998,7.02,-105
11:20:10.034,3.72,-102
11:20:10.083,1.17,-98
11:20:10.083,-0.96,-94
11:20:10.083,-1.36,-90
11:20:10.117,-1.25,-86
11:20:10.117,-1.66,-82
11:20:10.166,-2.17,-81
11:20:10.166,-3.19,-79
11:20:10.201,-4.34,-78
11:20:10.201,-5.03,-76
11:20:10.249,-5.52,-76
11:20:10.249,-5.4,-74
11:20:10.284,-4.35,-75
11:20:10.284,-3.35,-74
11:20:10.333,-5.5,-75
11:20:10.333,-8.82,-74
11:20:10.382,-10.86,-73
11:20:10.382,-8.67,-73
11:20:10.382,44.08,-73
11:20:10.416,-37.55,-74
11:20:10.416,-37.95,-73
11:20:10.466,-36.04,-73
11:20:10.466,-35.62,-75
11:20:10.501,-35.12,-75
11:20:10.501,-33.77,-75
11:20:10.55,-32.7,-78
11:20:10.55,-30.81,-85
11:20:10.599,-27.99,-98
11:20:10.599,-24.61,-113
11:20:10.599,-20.19,-129
11:20:10.633,-15.02,-141
11:20:10.682,-11.05,-153
11:20:10.682,-8.67,-161
11:20:10.682,-7.15,-172
11:20:10.716,-7.46,-179
11:20:10.716,-7.61,-187
11:20:10.766,-7.7,-190
11:20:10.766,-7.56,-190
11:20:10.8,-6.61,-187
11:20:10.8,-4.6,-182
11:20:10.849,-0.05,-175
11:20:10.849,7.24,-164
11:20:10.884,15.15,-153
11:20:10.884,19.06,-145
11:20:10.931,19.03,-137
11:20:10.931,16.71,-129
11:20:10.964,13.57,-123
11:20:10.964,10.12,-116
11:20:11.001,8.36,-109
11:20:11.001,8.22,-102
11:20:11.049,7.88,-96
11:20:11.049,7.91,-93
11:20:11.083,8.12,-90
11:20:11.083,8.63,-86
11:20:11.117,9.63,-84
11:20:11.117,11.05,-80
11:20:11.15,12.64,-79
11:20:11.199,14.54,-77
11:20:11.199,16.99,-76
11:20:11.199,19.18,-75
11:20:11.233,22.43,-75
11:20:11.267,27.58,-74
11:20:11.267,25.86,-72
11:20:11.316,20.39,-73
11:20:11.316,16.81,-73
11:20:11.316,13.69,-74
11:20:11.35,63.81,-73
11:20:11.397,43.69,-74
11:20:11.397,-4.23,-74
11:20:11.397,-10.81,-75
11:20:11.445,-11.52,-76
11:20:11.445,-11.31,-77
11:20:11.481,-11.52,-77
11:20:11.481,-11.15,-77
11:20:11.515,-10.68,-80
11:20:11.515,-10.12,-90
11:20:11.55,-9.05,-104
11:20:11.584,-7.83,-118
11:20:11.584,-4.95,-133
11:20:11.633,0.38,-148
11:20:11.633,7.73,-160
11:20:11.633,11.71,-170
11:20:11.667,13.31,-178
11:20:11.714,14.75,-184
11:20:11.714,14.49,-187
11:20:11.714,14.08,-188
11:20:11.765,13.11,-185
11:20:11.765,12.58,-181
11:20:11.799,12.91,-175
11:20:11.799,15.46,-166
11:20:11.834,18.49,-157
11:20:11.834,20.6,-147
11:20:11.867,21.87,-136
11:20:11.915,20.91,-125
11:20:11.915,18.54,-117
11:20:11.915,15.55,-110
11:20:11.951,13.37,-104
11:20:11.999,10.19,-102
11:20:11.999,7.24,-98
11:20:11.999,3.41,-94
11:20:12.034,0.57,-89
11:20:12.034,-0.93,-84
11:20:12.067,-2.41,-83
11:20:12.116,-2.95,-81
11:20:12.116,-2.96,-80
11:20:12.116,-2.97,-78
11:20:12.15,-2.8,-76
11:20:12.199,-2.5,-75
11:20:12.199,-2.25,-74
11:20:12.199,-1.1,-74
11:20:12.234,-2.8,-73
11:20:12.282,-7.85,-72
11:20:12.282,-12.31,-72
11:20:12.282,-16.39,-72
11:20:12.316,48.29,-71
11:20:12.316,-34.12,-72
11:20:12.367,-55.64,-71
11:20:12.367,-49.88,-71
11:20:12.416,-46.53,-71
11:20:12.416,-42,-71
11:20:12.416,-36.7,-70
11:20:12.45,-30.82,-70
11:20:12.483,-24.65,-76
11:20:12.483,-20.05,-89
11:20:12.532,-15.04,-106
11:20:12.532,-10.52,-124
11:20:12.583,-4.9,-141
11:20:12.583,-1.88,-156
11:20:12.583,0.76,-166
11:20:12.633,2.52,-175
11:20:12.633,3.45,-181
11:20:12.633,3.94,-187
11:20:12.667,4.49,-191
11:20:12.7,6.08,-191
11:20:12.7,9.22,-189
11:20:12.734,15.52,-185
11:20:12.734,25.29,-179
11:20:12.783,33.47,-171
11:20:12.783,39.64,-161
11:20:12.816,42.02,-152
11:20:12.816,42.45,-142
11:20:12.866,41.65,-132
11:20:12.866,39.45,-124
11:20:12.901,35.58,-117
11:20:12.901,30.72,-111
11:20:12.947,25.62,-108
11:20:12.947,20.85,-103
11:20:12.982,16.48,-99
11:20:12.982,12.88,-95
11:20:13.016,10.65,-92
11:20:13.016,8.77,-91
11:20:13.05,7.36,-88
11:20:13.099,5.55,-86
11:20:13.099,3.65,-85
11:20:13.099,2.38,-82
11:20:13.151,0.97,-78
11:20:13.151,0.03,-78
11:20:13.195,0.31,-77
11:20:13.195,1.45,-76
11:20:13.195,0.02,-75
11:20:13.241,-5.75,-74
11:20:13.241,-11.9,-76
11:20:13.289,-19.21,-75
11:20:13.289,22.58,-76
11:20:13.336,43.57,-76
11:20:13.336,-35.84,-75
11:20:13.336,-44.95,-75
11:20:13.384,-41.12,-75
11:20:13.384,-37.51,-76
11:20:13.43,-34.49,-76
11:20:13.43,-31.24,-75
11:20:13.43,-27.68,-78
11:20:13.477,-23.86,-89
11:20:13.477,-18.96,-104
11:20:13.524,-14.13,-122
11:20:13.524,-8.66,-139
11:20:13.571,-1.7,-154
11:20:13.571,3.06,-167
11:20:13.571,6.06,-176
11:20:13.619,7.37,-185
11:20:13.619,9.07,-191
11:20:13.666,10.79,-194
11:20:13.666,11.54,-197
11:20:13.713,11.38,-195
11:20:13.713,12.48,-193
11:20:13.713,14.42,-187
11:20:13.747,18.02,-179
11:20:13.783,21.62,-167
11:20:13.783,24.38,-157
11:20:13.833,23.39,-144
11:20:13.833,20.89,-133
11:20:13.833,16.85,-125
11:20:13.866,13.42,-118
11:20:13.901,10.17,-113
11:20:13.901,7.93,-107
11:20:13.947,5.98,-101
11:20:13.947,4.87,-97
11:20:13.981,4.59,-92
11:20:13.981,4.43,-89
11:20:14.015,5.21,-85
11:20:14.015,6.07,-82
11:20:14.05,7.72,-78
11:20:14.05,10.68,-77
11:20:14.099,15.22,-75
11:20:14.099,20.08,-74
11:20:14.147,25.85,-73
11:20:14.147,34.68,-71
11:20:14.181,35.45,-70
11:20:14.181,30.9,-69
11:20:14.216,27.72,-67
11:20:14.216,25.22,-67
11:20:14.25,47.95,-66
11:20:14.25,101.88,-67
11:20:14.3,-12.34,-67
11:20:14.3,-3.7,-67
11:20:14.349,-2.61,-67
11:20:14.349,-0.63,-68
11:20:14.398,-0.39,-68
11:20:14.398,0.6,-69
11:20:14.398,2.11,-71
11:20:14.432,3.88,-81
11:20:14.432,6.19,-96
11:20:14.467,10.04,-114
11:20:14.515,14.29,-132
11:20:14.515,17.37,-148
11:20:14.515,18.08,-162
11:20:14.55,17.72,-173
11:20:14.55,16.71,-182
11:20:14.6,15.7,-188
11:20:14.6,13.62,-190
11:20:14.633,11.15,-193
11:20:14.633,8.19,-194
11:20:14.669,7.32,-193
11:20:14.715,7.54,-187
11:20:14.715,7.92,-178
11:20:14.715,9.31,-168
11:20:14.749,11.37,-157
11:20:14.749,12.22,-145
11:20:14.782,11.29,-133
11:20:14.816,9,-124
11:20:14.816,5.97,-117
11:20:14.865,2.09,-111
11:20:14.865,-2.76,-105
11:20:14.899,-7.2,-101
11:20:14.899,-9.98,-96
11:20:14.933,-12.15,-94
11:20:14.933,-13.66,-90
11:20:14.98,-15.54,-87
11:20:14.98,-17.81,-83
11:20:15.015,-19.71,-80
11:20:15.015,-20.89,-79
11:20:15.049,-21.89,-78
11:20:15.049,-22.22,-76
11:20:15.084,-21.67,-73
11:20:15.132,-20.12,-72
11:20:15.132,-17.01,-71
11:20:15.132,-17.38,-70
11:20:15.166,-20.45,-69
11:20:15.215,-22.53,-69
11:20:15.215,-24.91,-70
11:20:15.215,18.81,-72
11:20:15.25,-3.34,-73
11:20:15.25,-45.22,-73
11:20:15.3,-50.03,-74
11:20:15.3,-48.31,-75
11:20:15.334,-46.9,-76
11:20:15.334,-45.49,-77
11:20:15.382,-42.99,-76
11:20:15.382,-38.93,-80
11:20:15.415,-34.16,-91
11:20:15.415,-29.31,-106
11:20:15.449,-24.25,-123
11:20:15.449,-17.64,-137
11:20:15.482,-11.39,-152
11:20:15.532,-6.88,-164
11:20:15.532,-3.96,-177
11:20:15.532,-2.21,-186
11:20:15.566,-1.37,-192
11:20:15.6,-0.93,-197
11:20:15.6,0.11,-198
11:20:15.649,2.24,-195
11:20:15.649,5.42,-190
11:20:15.649,11.52,-183
11:20:15.683,20.27,-173
11:20:15.716,27.64,-161
11:20:15.716,30.69,-152
11:20:15.75,30.83,-141
11:20:15.75,29.59,-132
11:20:15.783,27.24,-123
11:20:15.816,23.98,-115
11:20:15.816,21.16,-107
11:20:15.865,19.47,-101
11:20:15.865,18.2,-97
11:20:15.9,17.8,-93
11:20:15.9,17.59,-88
11:20:15.949,17.45,-85
11:20:15.949,17.37,-82
11:20:15.949,17.31,-80
11:20:15.997,17.26,-77
11:20:15.997,17.23,-74
11:20:16.031,17.2,-73
11:20:16.031,17.5,-70
11:20:16.065,18.54,-67
11:20:16.099,19.92,-67
11:20:16.099,20.92,-67
11:20:16.15,17.36,-67
11:20:16.15,13.05,-67
11:20:16.199,9.9,-66
11:20:16.199,27.69,-66
11:20:16.199,87.82,-68
11:20:16.234,-26.88,-67
11:20:16.234,-23.29,-69
11:20:16.266,-21.44,-69
11:20:16.315,-19.97,-69
11:20:16.315,-18.52,-70
11:20:16.315,-16.99,-70
11:20:16.351,-14.69,-71
11:20:16.351,-11.22,-80
11:20:16.4,-8.23,-96
11:20:16.4,-4.39,-113
11:20:16.449,-0.22,-130
11:20:16.449,3.59,-144
11:20:16.449,6.98,-156
11:20:16.483,8.32,-167
11:20:16.516,8.57,-177
11:20:16.516,7.28,-184
11:20:16.549,5.75,-189
11:20:16.549,4.29,-191
11:20:16.599,2.95,-192
11:20:16.599,2.35,-191
11:20:16.649,3.06,-185
11:20:16.649,6.1,-176
11:20:16.649,10.71,-165
11:20:16.683,13.55,-153
11:20:16.717,15.43,-140
11:20:16.717,14.51,-128
11:20:16.762,13.38,-118
11:20:16.762,11.15,-112
11:20:16.796,8.35,-106
11:20:16.796,7.44,-101
11:20:16.831,6.98,-96
11:20:16.831,6.18,-91
11:20:16.882,5.61,-87
11:20:16.882,5.23,-83
11:20:16.916,5.83,-78
11:20:16.916,6.3,-75
11:20:16.95,6.66,-72
11:20:16.95,6.33,-71
11:20:16.997,6.64,-69
11:20:16.997,7.42,-67
11:20:17.031,9.38,-66
11:20:17.031,12.98,-66
11:20:17.064,14.95,-66
11:20:17.098,11.26,-66
11:20:17.098,8.6,-66
11:20:17.134,7.13,-65
11:20:17.134,25.3,-64
11:20:17.167,88.81,-66
11:20:17.167,-31.85,-68
11:20:17.215,-21.78,-70
11:20:17.215,-19.29,-71
11:20:17.249,-17.72,-72
11:20:17.249,-17.83,-71
11:20:17.283,-17.59,-73
11:20:17.333,-16.98,-74
11:20:17.333,-16.07,-83
11:20:17.333,-15.08,-97
11:20:17.366,-13.79,-114
11:20:17.366,-12.18,-128
11:20:17.415,-10,-144
11:20:17.415,-7.94,-158
11:20:17.45,-6.9,-169
11:20:17.45,-6.61,-179
11:20:17.483,-6.71,-187
11:20:17.532,-7.19,-191
11:20:17.532,-7.36,-193
11:20:17.532,-7.65,-191
11:20:17.568,-7.54,-188
11:20:17.568,-6.52,-180
11:20:17.616,-4.56,-171
11:20:17.616,-0.96,-159
11:20:17.65,3.34,-149
11:20:17.65,5.44,-138
11:20:17.683,4.47,-130
11:20:17.732,3.32,-122
11:20:17.732,1.37,-116
11:20:17.732,-1.1,-109
11:20:17.767,-3.64,-101
11:20:17.767,-6.08,-96
11:20:17.815,-6.05,-90
11:20:17.815,-6.87,-85
11:20:17.849,-7.17,-83
11:20:17.849,-6.22,-79
11:20:17.883,-5.68,-76
11:20:17.932,-5.52,-74
11:20:17.932,-4.83,-71
11:20:17.932,-4.02,-70
11:20:17.981,-3.11,-69
11:20:17.981,-2.37,-68
11:20:18.014,-0.36,-69
11:20:18.014,4.03,-69
11:20:18.048,7,-68
11:20:18.048,5.32,-68
11:20:18.083,3.72,-68
11:20:18.132,2.43,-66
11:20:18.132,10.35,-67
11:20:18.132,72.87,-66
11:20:18.169,-32.46,-67
11:20:18.169,-21,-67
11:20:18.215,-15.61,-67
11:20:18.215,-11.44,-66
11:20:18.249,-9.26,-68
11:20:18.249,-7.49,-68
11:20:18.283,-4.71,-70
11:20:18.316,-2.46,-78
11:20:18.316,0.78,-92
11:20:18.365,3.76,-111
11:20:18.365,5.53,-126
11:20:18.399,7.93,-142
11:20:18.399,11,-156
11:20:18.433,12.22,-168
11:20:18.433,11.8,-178
11:20:18.481,11.3,-187
11:20:18.481,10.73,-192
11:20:18.516,9.15,-193
11:20:18.516,8.55,-193
11:20:18.566,8.66,-189
11:20:18.566,9.57,-182
11:20:18.599,11.53,-172
11:20:18.599,14.96,-161
11:20:18.633,18.49,-151
11:20:18.633,20.42,-138
11:20:18.682,19.11,-128
11:20:18.682,16.7,-121
11:20:18.716,14.97,-111
11:20:18.716,13.58,-102
11:20:18.765,12.07,-94
11:20:18.765,10.75,-89
11:20:18.765,9.58,-85
11:20:18.799,9.4,-80
11:20:18.848,9.07,-77
11:20:18.848,9.05,-75
11:20:18.848,9.04,-73
11:20:18.882,9.04,-72
11:20:18.882,9.03,-71
11:20:18.932,9.03,-71
11:20:18.932,9.02,-70
11:20:18.98,9.31,-69
11:20:18.98,9.94,-69
11:20:19.014,9.8,-69
11:20:19.014,7.74,-70
11:20:19.048,4.73,-69
11:20:19.048,-0.18,-71
11:20:19.082,38.94,-71
11:20:19.082,50.38,-70
11:20:19.132,-16.07,-70
11:20:19.132,-30.08,-71
11:20:19.167,-30.03,-69
11:20:19.167,-28.78,-68
11:20:19.215,-27.81,-70
11:20:19.215,-26.32,-71
11:20:19.249,-24.34,-77
11:20:19.249,-22.19,-90
